InteractionID,UserID,SessionID,ProductID,TimeSpentSeconds,EngagementScore,ActionTaken,NextProductID
I09814,U1327,S0982,ms-1,219.69,0.4683,Rewatch,N/A
I09815,U0049,S0982,ms-6,286.65,0.856,Next Product,ms-5
I09816,U0012,S0982,ec-3,203.96,0.4299,Rewatch,N/A
I09817,U1532,S0982,ec-3,188.03,0.57,Rewatch,N/A
I09818,U0465,S0982,ec-5,28.37,0.0949,Exit,N/A
I09819,U0682,S0982,ms-1,300.0,0.85,Next Product,ms-4
I09820,U1135,S0983,ms-1,225.18,0.5655,Rewatch,N/A
I09821,U0015,S0983,ms-6,27.63,0.194,Exit,N/A
I09822,U0443,S0983,ms-4,10.0,0.1113,Exit,N/A
I09823,U0762,S0983,ec-1,26.51,0.2352,Exit,N/A
I09824,U0383,S0983,ec-6,196.73,0.5308,Rewatch,N/A
I09825,U1231,S0983,ec-1,32.25,0.0895,Exit,N/A
I09826,U1517,S0983,ec-3,250.67,0.9147,Share,N/A
I09827,U1662,S0983,ms-1,81.72,0.9651,Share,N/A
I09828,U0114,S0983,ms-5,40.0,0.1587,Exit,N/A
I09829,U0003,S0983,ec-6,10.0,0.2693,Exit,N/A
I09830,U0448,S0984,ms-3,246.17,0.65,Rewatch,N/A
I09831,U1718,S0984,ms-1,254.62,0.85,Next Product,ms-4
I09832,U0290,S0984,ec-1,95.92,0.9347,Share,N/A
I09833,U1092,S0984,ec-2,273.49,0.4655,Rewatch,N/A
I09834,U0414,S0984,ms-5,56.91,0.4897,Exit,N/A
I09835,U0957,S0984,ms-5,213.73,0.4149,Rewatch,N/A
I09836,U1616,S0984,ec-1,10.0,0.1538,Exit,N/A
I09837,U1527,S0984,ms-1,15.74,0.1786,Exit,N/A
I09838,U1743,S0984,ms-3,51.45,0.7,Next Product,ms-2
I09839,U1606,S0984,ec-4,228.56,0.6059,Rewatch,N/A
I09840,U0688,S0985,ec-4,282.7,0.8641,Next Product,ec-5
I09841,U1179,S0985,ms-5,180.0,0.4,Rewatch,N/A
I09842,U1797,S0985,ms-2,28.63,0.112,Exit,N/A
I09843,U1287,S0985,ec-2,120.06,0.9101,Share,N/A
I09844,U1093,S0985,ms-2,198.44,0.4169,Rewatch,N/A
I09845,U0236,S0985,ec-1,29.35,0.1824,Exit,N/A
I09846,U1061,S0985,ms-5,28.39,0.0957,Exit,N/A
I09847,U0946,S0985,ec-2,77.63,0.957,Share,N/A
I09848,U1062,S0985,ms-4,10.0,0.3638,Exit,N/A
I09849,U1768,S0985,ms-1,19.44,0.1725,Exit,N/A
I09850,U0540,S0986,ms-5,238.97,0.89,Next Product,ec-1
I09851,U0761,S0986,ms-5,286.44,0.65,Rewatch,N/A
I09852,U1209,S0986,ms-4,55.31,0.2092,Exit,N/A
I09853,U0047,S0986,ms-6,244.5,0.65,Rewatch,N/A
I09854,U1406,S0986,ms-3,129.46,0.9842,Share,N/A
I09855,U0958,S0986,ms-1,196.1,0.4034,Exit,N/A
I09856,U0964,S0986,ms-6,105.27,0.9633,Share,N/A
I09857,U0985,S0986,ms-2,260.45,0.65,Exit,N/A
I09858,U1110,S0986,ec-5,15.07,0.5285,Rewatch,N/A
I09859,U1929,S0986,ms-3,133.32,0.9355,Share,N/A
I09860,U1473,S0987,ec-1,23.42,0.1349,Rewatch,N/A
I09861,U1767,S0987,ms-4,61.13,0.9636,Share,N/A
I09862,U1008,S0987,ec-2,16.57,0.17,Exit,N/A
I09863,U1226,S0987,ec-5,71.92,0.9364,Next Product,ms-6
I09864,U0210,S0987,ec-6,206.58,0.65,Rewatch,N/A
I09865,U1871,S0987,ms-4,115.89,0.9702,Next Product,ms-1
I09866,U0685,S0987,ec-6,65.18,0.9865,Next Product,ec-4
I09867,U0136,S0987,ms-1,224.8,0.65,Rewatch,N/A
I09868,U1731,S0987,ec-5,107.71,0.9494,Next Product,ec-2
I09869,U0548,S0987,ms-1,81.19,0.9796,Next Product,ms-4
I09870,U1560,S0988,ec-3,35.88,0.1101,Exit,N/A
I09871,U0618,S0988,ec-2,79.74,0.9459,Share,N/A
I09872,U1985,S0988,ms-4,180.0,0.5735,Rewatch,N/A
I09873,U1060,S0988,ms-6,143.08,0.961,Share,N/A
I09874,U1774,S0988,ms-6,261.09,0.4179,Rewatch,N/A
I09875,U0015,S0988,ms-5,19.97,0.0552,Exit,N/A
I09876,U1271,S0988,ms-3,98.13,0.99,Share,N/A
I09877,U1259,S0988,ms-1,300.0,0.9393,Next Product,ms-4
I09878,U1678,S0988,ec-3,252.42,0.944,Next Product,ec-6
I09879,U0525,S0988,ms-4,180.0,0.5744,Rewatch,N/A
I09880,U1009,S0989,ec-6,60.0,0.9,Share,N/A
I09881,U1030,S0989,ms-5,21.54,0.2687,Rewatch,N/A
I09882,U0548,S0989,ms-1,149.99,0.9843,Share,N/A
I09883,U1846,S0989,ms-6,50.52,0.6339,Exit,N/A
I09884,U1204,S0989,ms-4,208.29,0.88,Share,N/A
I09885,U1991,S0989,ec-5,277.63,0.85,Next Product,ec-1
I09886,U0011,S0989,ec-6,35.45,0.1689,Exit,N/A
I09887,U0317,S0989,ec-1,24.2,0.1939,Exit,N/A
I09888,U1600,S0989,ms-1,300.0,0.8535,Next Product,ms-4
I09889,U1868,S0989,ec-5,300.0,0.9683,Next Product,ms-3
I09890,U1349,S0990,ec-4,113.75,0.9423,Share,N/A
I09891,U0044,S0990,ec-4,264.69,0.5488,Rewatch,N/A
I09892,U0504,S0990,ms-6,23.68,0.167,Exit,N/A
I09893,U0819,S0990,ms-6,299.07,0.8897,Next Product,ms-5
I09894,U0902,S0990,ec-4,261.58,0.4682,Rewatch,N/A
I09895,U0724,S0990,ms-5,221.75,0.4705,Rewatch,N/A
I09896,U1648,S0990,ms-3,205.15,0.4821,Rewatch,N/A
I09897,U0335,S0990,ms-1,270.95,0.8951,Next Product,ms-4
I09898,U0732,S0990,ms-4,30.3,0.1237,Exit,N/A
I09899,U2000,S0990,ms-6,24.94,0.2229,Exit,N/A
I09900,U0599,S0991,ms-3,227.64,0.8837,Next Product,ms-2
I09901,U1434,S0991,ms-1,210.15,0.5482,Rewatch,N/A
I09902,U0788,S0991,ec-3,31.21,0.1521,Exit,N/A
I09903,U1861,S0991,ms-1,257.36,0.8623,Next Product,ms-4
I09904,U0067,S0991,ec-4,28.02,0.1664,Exit,N/A
I09905,U1982,S0991,ms-1,31.72,0.1336,Rewatch,N/A
I09906,U0710,S0991,ms-5,99.8,0.9712,Share,N/A
I09907,U0446,S0991,ec-3,68.24,0.9,Share,N/A
I09908,U0995,S0991,ec-4,66.73,0.9308,Share,N/A
I09909,U1662,S0991,ec-3,82.17,0.7,Exit,N/A
I09910,U0308,S0992,ms-5,180.0,0.65,Rewatch,N/A
I09911,U1393,S0992,ms-6,244.83,0.8938,Next Product,ms-5
I09912,U0174,S0992,ec-3,267.0,0.9868,Next Product,ec-6
I09913,U1567,S0992,ec-3,15.62,0.3235,Rewatch,N/A
I09914,U0895,S0992,ms-5,59.19,0.5218,Next Product,ms-3
I09915,U1778,S0992,ms-2,150.0,0.9554,Share,N/A
I09916,U0743,S0992,ms-6,228.87,0.5822,Rewatch,N/A
I09917,U1586,S0992,ec-3,214.3,0.6348,Rewatch,N/A
I09918,U0163,S0992,ms-6,57.11,0.5182,Next Product,ms-5
I09919,U0500,S0992,ms-1,53.17,0.3538,Next Product,ms-4
I09920,U0867,S0993,ec-6,30.02,0.0995,Exit,N/A
I09921,U1702,S0993,ec-4,233.49,0.9622,Next Product,ec-3
I09922,U0929,S0993,ec-1,292.71,0.85,Next Product,ec-2
I09923,U1452,S0993,ms-5,82.96,0.9507,Share,N/A
I09924,U1515,S0993,ms-2,16.21,0.1089,Exit,N/A
I09925,U1732,S0993,ms-6,239.0,0.65,Rewatch,N/A
I09926,U0279,S0993,ec-5,200.0,0.9115,Next Product,ec-1
I09927,U0487,S0993,ms-6,263.9,0.959,Share,N/A
I09928,U0846,S0993,ec-4,59.57,0.6642,Next Product,ec-3
I09929,U0722,S0993,ec-4,300.0,0.6055,Rewatch,N/A
I09930,U0431,S0994,ms-6,54.39,0.3416,Exit,N/A
I09931,U1042,S0994,ec-3,23.8,0.1679,Exit,N/A
I09932,U0127,S0994,ec-3,207.47,0.6086,Rewatch,N/A
I09933,U0313,S0994,ec-2,111.92,0.9202,Share,N/A
I09934,U0916,S0994,ec-2,15.63,0.1486,Exit,N/A
I09935,U1913,S0994,ec-2,31.6,0.2431,Exit,N/A
I09936,U1177,S0994,ms-3,109.09,0.9802,Next Product,ms-2
I09937,U0445,S0994,ec-3,60.0,0.99,Next Product,ec-6
I09938,U1664,S0994,ms-4,31.06,0.1475,Exit,N/A
I09939,U0963,S0994,ec-4,245.06,0.8646,Next Product,ec-3
I09940,U1791,S0995,ms-6,25.36,0.6866,Exit,N/A
I09941,U1229,S0995,ms-5,70.97,0.9268,Share,N/A
I09942,U1410,S0995,ec-6,33.56,0.132,Exit,N/A
I09943,U1836,S0995,ms-5,10.0,0.4049,Exit,N/A
I09944,U1732,S0995,ms-2,27.92,0.1472,Exit,N/A
I09945,U0272,S0995,ms-4,35.03,0.1273,Exit,N/A
I09946,U0699,S0995,ec-1,209.59,0.535,Rewatch,N/A
I09947,U0316,S0995,ms-6,102.67,0.9382,Share,N/A
I09948,U1847,S0995,ms-1,33.36,0.1224,Next Product,ms-4
I09949,U0883,S0995,ec-2,225.44,0.8661,Next Product,ec-5
I09950,U0617,S0996,ms-2,218.98,0.65,Exit,N/A
I09951,U0314,S0996,ec-2,237.23,0.9756,Next Product,ec-5
I09952,U1650,S0996,ms-2,15.46,0.3473,Next Product,ec-5
I09953,U1943,S0996,ms-2,16.97,0.1256,Exit,N/A
I09954,U0414,S0996,ms-5,282.63,0.99,Share,N/A
I09955,U1305,S0996,ms-1,269.46,0.9163,Next Product,ms-4
I09956,U1139,S0996,ms-4,181.06,0.4464,Rewatch,N/A
I09957,U1275,S0996,ms-6,62.83,0.283,Exit,N/A
I09958,U0745,S0996,ec-1,199.93,0.4,Exit,N/A
I09959,U0869,S0996,ec-3,31.76,0.2068,Rewatch,N/A
I09960,U1359,S0997,ms-4,23.17,0.2255,Exit,N/A
I09961,U1627,S0997,ec-5,108.83,0.9462,Next Product,ec-1
I09962,U0850,S0997,ec-3,247.24,0.945,Next Product,ec-6
I09963,U1554,S0997,ms-1,282.33,0.946,Next Product,ms-4
I09964,U0062,S0997,ec-3,107.82,0.9521,Share,N/A
I09965,U0602,S0997,ms-4,271.04,0.8881,Next Product,ec-6
I09966,U1394,S0997,ec-2,110.07,0.9,Share,N/A
I09967,U0192,S0997,ec-5,297.76,0.5811,Rewatch,N/A
I09968,U0475,S0997,ms-4,31.72,0.0917,Exit,N/A
I09969,U0786,S0997,ms-1,31.91,0.2045,Exit,N/A
I09970,U1262,S0998,ec-5,27.54,0.1495,Rewatch,N/A
I09971,U1783,S0998,ms-2,16.06,0.1392,Exit,N/A
I09972,U0861,S0998,ms-1,84.64,0.9672,Next Product,ec-2
I09973,U1037,S0998,ec-3,123.4,0.9825,Share,N/A
I09974,U0181,S0998,ms-1,150.0,0.9542,Share,N/A
I09975,U1131,S0998,ms-4,60.0,0.9758,Share,N/A
I09976,U0757,S0998,ms-4,285.97,0.9086,Next Product,ms-1
I09977,U0068,S0998,ec-4,180.0,0.65,Rewatch,N/A
I09978,U1503,S0998,ms-4,219.23,0.4165,Exit,N/A
I09979,U0888,S0998,ms-4,91.98,0.9499,Share,N/A
I09980,U1863,S0999,ms-1,22.32,0.1247,Exit,N/A
I09981,U1822,S0999,ms-4,34.52,0.2176,Exit,N/A
I09982,U1304,S0999,ec-2,40.0,0.0998,Exit,N/A
I09983,U1933,S0999,ec-5,89.02,0.4286,Next Product,ec-1
I09984,U1091,S0999,ec-4,240.87,0.9231,Next Product,ms-6
I09985,U0922,S0999,ec-3,248.49,0.901,Next Product,ec-6
I09986,U0886,S0999,ec-1,239.51,0.9726,Next Product,ms-2
I09987,U1648,S0999,ms-3,230.09,0.4642,Rewatch,N/A
I09988,U0613,S0999,ec-3,232.6,0.65,Rewatch,N/A
I09989,U0382,S0999,ec-6,21.66,0.1576,Exit,N/A
I09990,U0891,S1000,ms-5,106.2,0.9415,Share,N/A
I09991,U1672,S1000,ec-1,270.31,0.886,Next Product,ec-2
I09992,U1328,S1000,ec-3,289.98,0.9513,Next Product,ec-6
I09993,U1014,S1000,ec-4,182.53,0.65,Rewatch,N/A
I09994,U0906,S1000,ec-4,226.72,0.4777,Rewatch,N/A
I09995,U0191,S1000,ec-5,264.18,0.5995,Rewatch,N/A
I09996,U1690,S1000,ms-5,10.0,0.1237,Exit,N/A
I09997,U1161,S1000,ms-3,27.79,0.05,Exit,N/A
I09998,U1079,S1000,ec-2,223.4,0.5658,Rewatch,N/A
I09999,U1946,S1000,ms-5,64.5,0.9581,Share,N/A
I10000,U1625,S1001,ec-4,220.3,0.4309,Rewatch,N/A
I10001,U0189,S1001,ms-6,277.59,0.9619,Next Product,ms-5
I10002,U0296,S1001,ms-4,208.41,0.5301,Rewatch,N/A
I10003,U0313,S1001,ec-5,32.26,0.14,Exit,N/A
I10004,U1626,S1001,ec-4,180.0,0.5987,Rewatch,N/A
I10005,U1923,S1001,ec-4,187.47,0.511,Rewatch,N/A
I10006,U1957,S1001,ec-4,143.74,0.946,Share,N/A
I10007,U1655,S1001,ec-3,250.05,0.9455,Next Product,ec-6
I10008,U1102,S1001,ms-3,240.21,0.4581,Rewatch,N/A
I10009,U1620,S1001,ms-3,248.19,0.9218,Next Product,ms-2
I10010,U1805,S1002,ec-5,27.72,0.1645,Exit,N/A
I10011,U0786,S1002,ec-3,40.0,0.0912,Exit,N/A
I10012,U0381,S1002,ms-1,34.8,0.2092,Exit,N/A
I10013,U0426,S1002,ms-4,29.93,0.1175,Exit,N/A
I10014,U1143,S1002,ms-5,299.94,0.85,Next Product,ms-3
I10015,U0418,S1002,ec-3,79.5,0.9852,Next Product,ec-6
I10016,U1067,S1002,ms-6,88.9,0.99,Share,N/A
I10017,U1902,S1002,ms-5,180.0,0.4388,Rewatch,N/A
I10018,U0789,S1002,ec-5,198.73,0.5917,Exit,N/A
I10019,U1384,S1002,ec-2,22.78,0.1255,Exit,N/A
I10020,U1335,S1003,ec-5,92.61,0.627,Exit,N/A
I10021,U0762,S1003,ec-2,60.0,0.9419,Share,N/A
I10022,U0005,S1003,ms-1,25.25,0.1175,Exit,N/A
I10023,U0691,S1003,ms-2,243.11,0.4,Rewatch,N/A
I10024,U0811,S1003,ec-5,40.0,0.1335,Exit,N/A
I10025,U1335,S1003,ec-1,244.89,0.99,Next Product,ec-2
I10026,U0440,S1003,ec-1,10.0,0.2432,Exit,N/A
I10027,U0340,S1003,ec-2,216.1,0.939,Next Product,ec-5
I10028,U0890,S1003,ms-6,29.05,0.223,Exit,N/A
I10029,U0515,S1003,ms-5,250.26,0.85,Next Product,ms-3
I10030,U1403,S1004,ec-3,92.85,0.9084,Share,N/A
I10031,U1466,S1004,ms-2,12.93,0.179,Exit,N/A
I10032,U0282,S1004,ms-1,255.83,0.9494,Next Product,ms-4
I10033,U1171,S1004,ec-3,239.28,0.9595,Share,N/A
I10034,U0045,S1004,ms-6,87.6,0.9835,Share,N/A
I10035,U0483,S1004,ms-4,28.45,0.1397,Exit,N/A
I10036,U1746,S1004,ec-3,256.36,0.9191,Next Product,ec-6
I10037,U0385,S1004,ms-3,283.84,0.5745,Rewatch,N/A
I10038,U1026,S1004,ec-2,24.98,0.1381,Exit,N/A
I10039,U0842,S1004,ec-6,75.3,0.5062,Exit,N/A
I10040,U0382,S1005,ec-2,180.0,0.4,Rewatch,N/A
I10041,U0098,S1005,ms-5,245.98,0.8734,Next Product,ms-3
I10042,U0824,S1005,ms-1,31.75,0.5402,Exit,N/A
I10043,U1524,S1005,ec-3,280.54,0.6069,Rewatch,N/A
I10044,U1687,S1005,ec-2,273.88,0.9681,Next Product,ec-5
I10045,U0167,S1005,ec-3,245.06,0.9242,Next Product,ec-2
I10046,U1595,S1005,ms-5,98.98,0.9733,Share,N/A
I10047,U0742,S1005,ec-4,32.76,0.2084,Exit,N/A
I10048,U0684,S1005,ms-3,116.53,0.9679,Share,N/A
I10049,U0720,S1005,ec-4,202.15,0.4919,Rewatch,N/A
I10050,U0232,S1006,ms-5,273.42,0.8913,Share,N/A
I10051,U1032,S1006,ms-4,24.79,0.219,Exit,N/A
I10052,U1930,S1006,ms-1,37.21,0.1651,Exit,N/A
I10053,U0982,S1006,ec-6,41.12,0.3815,Exit,N/A
I10054,U1474,S1006,ms-6,232.43,0.911,Next Product,ms-5
I10055,U1220,S1006,ms-3,81.63,0.4647,Rewatch,N/A
I10056,U0287,S1006,ms-2,69.77,0.944,Share,N/A
I10057,U0589,S1006,ms-6,210.13,0.5952,Rewatch,N/A
I10058,U0942,S1006,ms-2,268.96,0.8924,Next Product,ec-3
I10059,U0318,S1006,ms-1,292.44,0.8766,Next Product,ms-4
I10060,U0578,S1007,ms-4,222.72,0.6255,Rewatch,N/A
I10061,U0871,S1007,ec-1,150.0,0.9001,Next Product,ec-2
I10062,U0413,S1007,ec-1,267.89,0.9062,Next Product,ec-2
I10063,U1045,S1007,ms-1,119.44,0.9781,Share,N/A
I10064,U0930,S1007,ms-6,262.55,0.924,Next Product,ms-5
I10065,U0285,S1007,ms-1,180.0,0.4514,Rewatch,N/A
I10066,U1827,S1007,ec-2,252.22,0.4641,Rewatch,N/A
I10067,U1483,S1007,ms-6,262.76,0.9851,Next Product,ec-3
I10068,U1851,S1007,ec-6,187.6,0.5287,Exit,N/A
I10069,U1891,S1007,ec-1,60.0,0.9779,Share,N/A
I10070,U1186,S1008,ms-1,262.54,0.8547,Share,N/A
I10071,U1583,S1008,ms-2,14.4,0.1283,Rewatch,N/A
I10072,U0171,S1008,ec-6,125.48,0.9651,Share,N/A
I10073,U0930,S1008,ec-6,75.33,0.9322,Share,N/A
I10074,U1991,S1008,ms-4,101.58,0.926,Share,N/A
I10075,U1177,S1008,ms-4,199.18,0.6192,Exit,N/A
I10076,U0035,S1008,ec-5,12.73,0.1429,Exit,N/A
I10077,U0559,S1008,ec-3,243.5,0.9179,Next Product,ec-6
I10078,U0168,S1008,ec-1,257.93,0.9507,Next Product,ms-1
I10079,U1192,S1008,ms-5,10.0,0.0963,Exit,N/A
I10080,U1763,S1009,ms-2,216.33,0.6014,Rewatch,N/A
I10081,U0303,S1009,ms-5,255.47,0.948,Next Product,ms-3
I10082,U1083,S1009,ms-6,180.0,0.4,Rewatch,N/A
I10083,U1514,S1009,ms-2,102.54,0.9131,Share,N/A
I10084,U0071,S1009,ms-5,224.04,0.9666,Next Product,ec-6
I10085,U0662,S1009,ec-6,235.63,0.9371,Next Product,ec-4
I10086,U0202,S1009,ms-1,215.8,0.65,Rewatch,N/A
I10087,U0802,S1009,ms-6,21.44,0.1723,Exit,N/A
I10088,U0460,S1009,ec-1,282.61,0.9528,Next Product,ec-2
I10089,U1452,S1009,ms-6,241.69,0.4993,Rewatch,N/A
I10090,U1435,S1010,ms-1,26.17,0.1731,Exit,N/A
I10091,U1679,S1010,ec-3,55.09,0.6223,Rewatch,N/A
I10092,U0245,S1010,ec-1,220.64,0.5179,Rewatch,N/A
I10093,U0924,S1010,ec-2,300.0,0.9604,Next Product,ec-5
I10094,U0948,S1010,ms-1,199.38,0.4841,Rewatch,N/A
I10095,U0903,S1010,ms-1,230.09,0.9456,Next Product,ms-4
I10096,U1790,S1010,ec-4,204.46,0.8945,Next Product,ms-2
I10097,U0459,S1010,ms-4,59.86,0.3492,Exit,N/A
I10098,U1286,S1010,ec-4,23.41,0.1507,Exit,N/A
I10099,U0190,S1010,ec-2,251.31,0.44,Rewatch,N/A
I10100,U0767,S1011,ec-1,84.45,0.9422,Share,N/A
I10101,U1240,S1011,ec-2,150.0,0.9124,Share,N/A
I10102,U0194,S1011,ec-2,51.19,0.267,Rewatch,N/A
I10103,U0485,S1011,ec-6,180.0,0.6173,Rewatch,N/A
I10104,U1564,S1011,ec-6,40.0,0.0877,Exit,N/A
I10105,U0118,S1011,ec-5,231.26,0.9345,Next Product,ec-1
I10106,U0172,S1011,ec-1,202.76,0.4,Rewatch,N/A
I10107,U0507,S1011,ec-6,180.0,0.5635,Rewatch,N/A
I10108,U0434,S1011,ec-1,269.57,0.9377,Next Product,ec-2
I10109,U1462,S1011,ms-5,187.11,0.4929,Rewatch,N/A
I10110,U0718,S1012,ec-6,192.47,0.6067,Rewatch,N/A
I10111,U1901,S1012,ms-6,26.16,0.1276,Exit,N/A
I10112,U1516,S1012,ms-6,80.22,0.9343,Next Product,ms-5
I10113,U0044,S1012,ec-5,100.25,0.99,Next Product,ec-1
I10114,U0756,S1012,ms-1,105.6,0.9399,Share,N/A
I10115,U1781,S1012,ms-1,87.56,0.99,Next Product,ms-4
I10116,U0302,S1012,ec-5,33.25,0.1989,Rewatch,N/A
I10117,U0374,S1012,ec-2,272.42,0.9175,Next Product,ec-5
I10118,U0054,S1012,ms-3,85.93,0.1798,Exit,N/A
I10119,U1701,S1012,ec-5,250.5,0.65,Rewatch,N/A
I10120,U1678,S1013,ms-2,265.61,0.9338,Next Product,ms-6
I10121,U0041,S1013,ec-6,217.69,0.9562,Share,N/A
I10122,U1815,S1013,ms-4,31.5,0.0943,Exit,N/A
I10123,U0007,S1013,ec-4,241.62,0.445,Rewatch,N/A
I10124,U1730,S1013,ec-4,200.0,0.912,Next Product,ec-3
I10125,U0101,S1013,ms-1,57.73,0.3827,Rewatch,N/A
I10126,U0279,S1013,ec-2,244.79,0.5584,Rewatch,N/A
I10127,U1081,S1013,ms-1,28.52,0.1559,Exit,N/A
I10128,U1729,S1013,ec-5,35.49,0.1222,Exit,N/A
I10129,U1073,S1013,ec-2,20.57,0.1845,Exit,N/A
I10130,U1006,S1014,ec-2,282.89,0.4866,Rewatch,N/A
I10131,U1375,S1014,ec-4,107.24,0.9386,Share,N/A
I10132,U1038,S1014,ms-3,66.64,0.1538,Exit,N/A
I10133,U0206,S1014,ms-2,18.59,0.0731,Exit,N/A
I10134,U0875,S1014,ec-5,23.35,0.2268,Exit,N/A
I10135,U1506,S1014,ec-4,10.0,0.4179,Rewatch,N/A
I10136,U0627,S1014,ec-1,212.66,0.9269,Next Product,ec-2
I10137,U0652,S1014,ec-4,120.74,0.9177,Share,N/A
I10138,U1153,S1014,ec-5,216.76,0.8553,Next Product,ec-1
I10139,U0076,S1014,ms-6,56.44,0.2429,Exit,N/A
I10140,U1847,S1015,ms-2,84.75,0.5269,Rewatch,N/A
I10141,U0755,S1015,ec-1,252.06,0.85,Share,N/A
I10142,U1708,S1015,ec-4,62.0,0.3631,Rewatch,N/A
I10143,U1358,S1015,ec-2,241.39,0.5492,Rewatch,N/A
I10144,U1603,S1015,ec-5,180.0,0.6035,Rewatch,N/A
I10145,U0100,S1015,ec-2,25.98,0.1049,Exit,N/A
I10146,U0870,S1015,ec-2,180.0,0.65,Exit,N/A
I10147,U1480,S1015,ec-3,136.94,0.9712,Share,N/A
I10148,U0744,S1015,ec-3,229.71,0.85,Next Product,ec-6
I10149,U1489,S1015,ec-2,272.94,0.9383,Next Product,ms-4
I10150,U1023,S1016,ec-2,209.36,0.4,Rewatch,N/A
I10151,U1258,S1016,ec-4,226.56,0.4585,Exit,N/A
I10152,U1341,S1016,ec-3,243.17,0.9056,Next Product,ec-6
I10153,U1238,S1016,ec-4,150.0,0.977,Share,N/A
I10154,U0364,S1016,ms-6,31.41,0.1986,Exit,N/A
I10155,U0074,S1016,ms-2,21.54,0.0878,Exit,N/A
I10156,U0127,S1016,ec-6,10.0,0.177,Exit,N/A
I10157,U0521,S1016,ec-1,30.54,0.112,Exit,N/A
I10158,U0253,S1016,ms-3,80.89,0.926,Share,N/A
I10159,U1183,S1016,ms-2,17.01,0.1248,Exit,N/A
I10160,U1971,S1017,ec-4,110.08,0.9819,Share,N/A
I10161,U0490,S1017,ec-5,249.29,0.9833,Next Product,ec-1
I10162,U1137,S1017,ec-2,40.0,0.17,Exit,N/A
I10163,U0082,S1017,ms-6,24.38,0.05,Exit,N/A
I10164,U1087,S1017,ms-3,118.12,0.9519,Share,N/A
I10165,U1604,S1017,ec-2,102.63,0.9433,Share,N/A
I10166,U1727,S1017,ms-6,236.96,0.87,Next Product,ms-5
I10167,U1226,S1017,ec-5,274.23,0.85,Next Product,ec-1
I10168,U0984,S1017,ec-3,263.3,0.85,Next Product,ec-6
I10169,U1211,S1017,ec-5,138.37,0.94,Share,N/A
I10170,U0755,S1018,ms-2,30.59,0.1596,Exit,N/A
I10171,U1169,S1018,ms-3,267.79,0.65,Rewatch,N/A
I10172,U0453,S1018,ms-2,134.78,0.9686,Share,N/A
I10173,U0884,S1018,ms-6,22.16,0.1743,Rewatch,N/A
I10174,U0017,S1018,ms-4,35.29,0.1307,Exit,N/A
I10175,U0568,S1018,ec-5,25.68,0.1119,Exit,N/A
I10176,U1729,S1018,ec-2,126.01,0.965,Share,N/A
I10177,U1328,S1018,ms-1,211.89,0.9369,Share,N/A
I10178,U1419,S1018,ec-5,94.14,0.9538,Share,N/A
I10179,U1731,S1018,ec-4,228.99,0.9859,Next Product,ec-3
I10180,U0258,S1019,ec-5,230.35,0.99,Next Product,ec-1
I10181,U0717,S1019,ms-4,104.49,0.9412,Share,N/A
I10182,U0141,S1019,ec-6,29.49,0.1655,Exit,N/A
I10183,U0721,S1019,ms-1,100.0,0.4697,Exit,N/A
I10184,U0289,S1019,ec-2,16.64,0.0643,Exit,N/A
I10185,U1268,S1019,ms-5,118.16,0.907,Share,N/A
I10186,U0386,S1019,ec-1,84.73,0.9457,Next Product,ec-2
I10187,U0722,S1019,ec-1,262.45,0.9706,Next Product,ec-2
I10188,U1181,S1019,ms-2,11.5,0.0937,Exit,N/A
I10189,U0774,S1019,ec-2,100.0,0.3683,Exit,N/A
I10190,U1652,S1020,ec-3,101.64,0.9,Share,N/A
I10191,U0819,S1020,ec-4,223.63,0.5208,Rewatch,N/A
I10192,U1890,S1020,ec-4,10.0,0.1866,Exit,N/A
I10193,U0559,S1020,ms-5,40.0,0.2462,Exit,N/A
I10194,U0124,S1020,ec-6,259.81,0.9211,Next Product,ec-1
I10195,U1597,S1020,ec-6,117.17,0.9421,Share,N/A
I10196,U0396,S1020,ms-6,40.0,0.0883,Exit,N/A
I10197,U1198,S1020,ms-3,200.0,0.85,Share,N/A
I10198,U0219,S1020,ec-3,10.0,0.1837,Exit,N/A
I10199,U1035,S1020,ec-3,66.54,0.5812,Rewatch,N/A
I10200,U1260,S1021,ec-1,180.0,0.6075,Exit,N/A
I10201,U1314,S1021,ms-2,228.97,0.9469,Next Product,ec-1
I10202,U1286,S1021,ec-4,17.26,0.1258,Exit,N/A
I10203,U0919,S1021,ms-6,217.11,0.9568,Next Product,ms-5
I10204,U1299,S1021,ms-2,10.0,0.1976,Exit,N/A
I10205,U0666,S1021,ec-6,24.24,0.1761,Exit,N/A
I10206,U1752,S1021,ms-4,268.59,0.9259,Next Product,ms-1
I10207,U0190,S1021,ec-1,238.3,0.9753,Share,N/A
I10208,U1408,S1021,ms-3,10.0,0.2151,Exit,N/A
I10209,U0619,S1021,ms-6,16.3,0.3512,Rewatch,N/A
I10210,U0582,S1022,ec-1,11.52,0.1601,Rewatch,N/A
I10211,U0007,S1022,ms-3,63.55,0.406,Rewatch,N/A
I10212,U1701,S1022,ms-4,275.62,0.918,Next Product,ms-1
I10213,U1453,S1022,ec-6,218.14,0.931,Next Product,ec-4
I10214,U0009,S1022,ec-2,180.0,0.5695,Rewatch,N/A
I10215,U0911,S1022,ms-4,183.19,0.4,Rewatch,N/A
I10216,U0789,S1022,ec-1,10.0,0.1196,Rewatch,N/A
